n	url	http	note
S205	https://pmc.ncbi.nlm.nih.gov/articles/PMC13386411/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S206	https://www.sars.gov.za/customs-and-excise/excise/health-promotion-levy-on-sugary-beverages/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S207	https://www.sars.gov.za/media-release/sars-to-collect-sugar-tax-from-1-april-2018/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S208	https://pmc.ncbi.nlm.nih.gov/articles/PMC9617427/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S209	https://www.health.gov.za/wp-content/uploads/2023/05/R3337-Draft-Labelling-Regulations-21-April-2023-sc-compre	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S210	https://www.health.gov.za/food-control-regulations/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S211	https://pubmed.ncbi.nlm.nih.gov/39041537/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S212	https://www.medicalschemes.co.za/resources/pmb/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S213	https://www.medicalschemes.co.za/cmscript-9-of-2022-focus-on-diabetes-mellitus-type-2/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S214	https://pubmed.ncbi.nlm.nih.gov/24102989/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S215	https://pmc.ncbi.nlm.nih.gov/articles/PMC11095260/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S216	https://www.mra.mu/customs1/more-topics/excise-tax-on-sugar-content-of-sugar-sweetened-non-alcoholic-beverages	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S217	https://www.mra.mu/download/AnnualReport2019_20.pdf	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S218	https://pmc.ncbi.nlm.nih.gov/articles/PMC7725882/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S219	https://www.afro.who.int/news/seychelles-introduces-sugary-drink-tax	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S220	https://dailynews.gov.bw/news-detail/60732	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S221	https://pmc.ncbi.nlm.nih.gov/articles/PMC13299423/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S222	https://pmc.ncbi.nlm.nih.gov/articles/PMC8079030/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S223	https://pmc.ncbi.nlm.nih.gov/articles/PMC8079049/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S224	https://pmc.ncbi.nlm.nih.gov/articles/PMC9113088/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S225	https://pmc.ncbi.nlm.nih.gov/articles/PMC9950544/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S226	https://pubmed.ncbi.nlm.nih.gov/41974918/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S227	https://servicios.infoleg.gob.ar/infolegInternet/anexos/140000-144999/144033/norma.htm	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S228	pmid:32621054	-	не URL
S229	pmcid:PMC8819797	-	не URL
S230	pmid:21545019	-	не URL
S231	https://www.supersalud.gob.cl/tax-temas-de-orientacion/garantias-explicitas-en-salud-ges-1962/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S232	https://www.gov.br/conitec/pt-br/midias/relatorios/portaria/2025/portaria-sectics-ms-no-65-de-15-de-setembro-d	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S233	pmcid:PMC10853087	-	не URL
S234	https://www.mhlw.go.jp/content/10900000/001231390.pdf	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S235	pmcid:PMC4008026	-	не URL
S236	https://anzeninfo.mhlw.go.jp/yougo/yougo51_1.html	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S237	https://www.law.go.kr/lsLinkCommonInfo.do?lsJoLnkSeq=1032088229	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S238	pmid:26115907	-	не URL
S239	pmcid:PMC5808566	-	не URL
S240	pmcid:PMC10195514	-	не URL
S241	https://adilet.zan.kz/rus/docs/V2200028747	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S242	pmcid:PMC4499092	-	не URL
S243	pmid:20620423	-	не URL
S244	pmcid:PMC9871961	-	не URL
S245	https://www.mhlw.go.jp/content/12401000/001294108.pdf	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S246	https://www.mhlw.go.jp/content/12401000/000761454.pdf	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S247	pmid:26477217	-	не URL
S248	pmid:22311393	-	не URL
S249	pmcid:PMC5341431	-	не URL
S250	https://iris.who.int/items/5d18a875-6e4a-43bb-a692-45738665a1c3	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S251	https://iris.who.int/bitstreams/4e7583cd-301c-4026-87b8-010068c5a1e1/download	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S252	pmid:25351647	-	не URL
S253	pmid:31472286	-	не URL
S254	pmcid:PMC6357562	-	не URL
S255	pmcid:PMC11850257	-	не URL
S256	pmcid:PMC6029755	-	не URL
S257	pmcid:PMC7660521	-	не URL
S258	pmcid:PMC11918417	-	не URL
S259	pmid:32302767	-	не URL
S260	pmcid:PMC9379233	-	не URL
S261	pmcid:PMC10580107	-	не URL
S262	pmcid:PMC10200428	-	не URL
S263	pmcid:PMC12911691	-	не URL
S264	pmcid:PMC10195599	-	не URL
S265	pmcid:PMC7350205	-	не URL
S266	https://pmc.ncbi.nlm.nih.gov/articles/PMC12151437/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S267	pmid:36988952	-	не URL
S268	pmid:32471769	-	не URL
S269	pmcid:PMC10565185	-	не URL
S270	pmid:34097355	-	не URL
S271	https://www.wto.org/english/thewto_e/minist_e/min11_e/brief_samoa_e.htm	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S272	pmcid:PMC4007633	-	не URL
S273	pmid:16713397	-	не URL
S274	https://www.who.int/news/item/24-06-2024-WHO-5-year-milestone-report-on-global-transfat-elimination-illustrate	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S275	https://e-seimas.lrs.lt/portal/legalActPrint/lt?jfwid=-17i2t41wm2&documentId=TAIS.439301&category=TAK	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S276	https://m.likumi.lv/ta/id/280078-energijas-dzerienu-aprites-likums	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S277	pmcid:PMC11960718	-	не URL
S278	pmid:30549191	-	не URL
S279	pmid:25928991	-	не URL
S280	https://www.bcn.cl/leychile/Navegar?idNorma=1041570&idParte=9271898&idVersion=	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S281	pmcid:PMC7012389	-	не URL
S282	pmid:36913461	-	не URL
S283	pmcid:PMC13277477	-	не URL
S284	https://www.hpb.gov.sg/healthy-living/food-and-beverage/nutri-grade/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S285	https://www.regjeringen.no/no/aktuelt/nytt-markedsforingsforbud/id3126894/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S286	pmcid:PMC8356694	-	не URL
S287	pmid:28013557	-	не URL
S288	pmcid:PMC10795608	-	не URL
S289	pmid:33355396	-	не URL
S290	pmcid:PMC9950544	-	не URL
S291	pmid:14979266	-	не URL
S292	pmid:24975313	-	не URL
S293	https://www.gov.uk/diabetes-driving	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S294	https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:02006L0126-20180722	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S295	pmid:23215789	-	не URL
S296	https://www.fmcsa.dot.gov/taxonomy/term/376?page=2	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S297	https://www.fmcsa.dot.gov/regulations/medical/insulin-treated-diabetes-mellitus-assessment-form-mcsa-5870	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S298	https://austroads.gov.au/publications/assessing-fitness-to-drive/ap-g56/diabetes-mellitus/medical-standards-fo	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S299	pmid:36050848	-	не URL
S300	pmid:31331425	-	не URL
S301	pmid:28471559	-	не URL
S302	pmcid:PMC6134313	-	не URL
S303	pmid:16173683	-	не URL
S304	pmcid:PMC13242632	-	не URL
S305	pmcid:PMC11325206	-	не URL
S306	pmid:39102595	-	не URL
S307	pmid:42515931	-	не URL
S308	https://www.cr.piemonte.it/infolegint/visualizzaDocumentoSchede.do?idDocumento=15210	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S309	pmid:41491104	-	не URL
S310	pmid:36479649	-	не URL
S311	https://curia.europa.eu/site/jcms/qua1_5964/en/discrimination	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S312	https://www.legislature.mi.gov/mileg.aspx?page=getObject&objectname=mcl-37-2202	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S313	pmcid:PMC7511432	-	не URL
S314	https://harvardlawreview.org/print/vol-133/taylor-v-burlington-northern-railroad-holdings-inc/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S315	pmid:32557488	-	не URL
S316	pmcid:PMC11724133	-	не URL
S317	pmcid:PMC7869520	-	не URL
S318	pmid:33259610	-	не URL
S319	pmcid:PMC11349503	-	не URL
S320	pmid:28857065	-	не URL
S321	pmcid:PMC9238668	-	не URL
S322	pmcid:PMC13015732	-	не URL
S323	pmid:18681336	-	не URL
S324	pmcid:PMC5168560	-	не URL
S325	pmid:33361668	-	не URL
S326	pmid:21447522	-	не URL
S327	pmid:23921988	-	не URL
S328	pmcid:PMC4498278	-	не URL
S329	pmcid:PMC11695118	-	не URL
S330	pmid:41921494	-	не URL
S331	pmcid:PMC11086919	-	не URL
S332	pmid:39722630	-	не URL
S333	pmid:12074195	-	не URL
S334	https://pmc.ncbi.nlm.nih.gov/articles/PMC5906184/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S335	https://pubmed.ncbi.nlm.nih.gov/41790001/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S336	https://www.mhlw.go.jp/stf/newpage_73524.html	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S337	https://pmc.ncbi.nlm.nih.gov/articles/PMC2769976/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S338	https://www.immigration.govt.nz/opsmanual/82036.htm	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S339	https://pmc.ncbi.nlm.nih.gov/articles/PMC5689196/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S340	https://pubmed.ncbi.nlm.nih.gov/30388231/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S341	https://pmc.ncbi.nlm.nih.gov/articles/PMC8626938/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S342	https://pmc.ncbi.nlm.nih.gov/articles/PMC4007633/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S343	https://www.nhc.gov.cn/bgt/c100023/202602/73b8afd52eff4be4980ac5431cefa190.shtml	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S344	https://pmc.ncbi.nlm.nih.gov/articles/PMC11724133/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S345	https://www.moh.gov.sg/newsroom/mandatory-nutrition-labelling-and-advertising-prohibitions-for-nutri-grade-bev	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S346	https://pmc.ncbi.nlm.nih.gov/articles/PMC7869520/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S347	https://pubmed.ncbi.nlm.nih.gov/30549191/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S348	https://pmc.ncbi.nlm.nih.gov/articles/PMC6615240/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S349	https://pmc.ncbi.nlm.nih.gov/articles/PMC13448568/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S350	https://pmc.ncbi.nlm.nih.gov/articles/PMC10157591/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S351	https://www.congresooaxaca.gob.mx/docs65.congresooaxaca.gob.mx/gaceta/20231122a/21.pdf	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S352	https://www.cms.gov/newsroom/fact-sheets/anniversary-inflation-reduction-act-update-cms-implementation	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S353	https://pubmed.ncbi.nlm.nih.gov/42378410/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S354	https://pubmed.ncbi.nlm.nih.gov/23734399/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S355	https://pubmed.ncbi.nlm.nih.gov/18076417/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S356	https://pubmed.ncbi.nlm.nih.gov/25440454/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S357	https://pubmed.ncbi.nlm.nih.gov/23396236/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S358	https://pubmed.ncbi.nlm.nih.gov/30531767/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S359	https://www.retsinformation.dk/api/pdf/143968	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S360	https://pubmed.ncbi.nlm.nih.gov/25982852/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S361	https://www.dst.dk/nytpdf/46520	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S362	https://www.dst.dk/nyt/49805	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S363	https://njt.hu/jogszabaly/2011-103-00-00.5	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S364	https://njt.hu/jogszabaly/2011-103-00-00.13	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S365	https://www.pbs.gov.au/reviews/obesity-treatments-files/OBESITY-Consumer-input-summary.PDF	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S366	https://www.pbs.gov.au/reviews/obesity-treatments-files/PBAC-advice-on-GLP1.PDF	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S367	https://pubmed.ncbi.nlm.nih.gov/37185039/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S368	https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02006L0126-20201101	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S369	https://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2009:223:0031:0035:EN:PDF	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S370	https://www.faa.gov/ame_guide/dec_cons/disease_prot/itdm	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S371	https://pubmed.ncbi.nlm.nih.gov/36050848/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S372	https://pmc.ncbi.nlm.nih.gov/articles/PMC13190499/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S373	https://infocuria.curia.europa.eu/tabs/redirect/juris/liste.jsf?num=C-354/13	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S374	https://pubmed.ncbi.nlm.nih.gov/41138743/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S375	https://pubmed.ncbi.nlm.nih.gov/41491104/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S376	https://pubmed.ncbi.nlm.nih.gov/36479649/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S377	https://pubmed.ncbi.nlm.nih.gov/34087168/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S378	https://www.moh.gov.sa/en/ministry/mediacenter/news/pages/news-2017-02-13-004.aspx	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S379	https://pmc.ncbi.nlm.nih.gov/articles/PMC11218882/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S380	https://pmc.ncbi.nlm.nih.gov/articles/PMC8544408/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S381	https://pmc.ncbi.nlm.nih.gov/articles/PMC10661595/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S382	https://www.moh.gov.sa/en/ministry/mediacenter/news/pages/news-2021-04-13-001.aspx	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S383	https://mohap.gov.ae/en/assets/686b4f1a/national-school-health-screening-guideline-2024-pdf.aspx	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S384	https://mohap.gov.ae/en/w/mohap-hosts-two-training-workshops-on-how-to-promote-health-in-schools-manage-childh	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S385	https://www.moph.gov.qa/_layouts/download.aspx?SourceUrl=/Admin/Lists/ClinicalGuidelinesAttachments/Attachment	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S386	https://hiap.moph.gov.qa/EN/Documents/Library/Policy%20Framework.pdf	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S387	https://www.healthnz.govt.nz/health-topics/tests-and-treatments/surgery/bariatric-weight-loss-surgery	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S388	https://iris.who.int/server/api/core/bitstreams/74b12494-f213-4b5b-9533-18442147e1fb/content	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S389	https://sis.gov.eg/en/media-center/news/health-ministry-over-212-million-citizens-screened-in-chronic-disease-	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S390	https://pubmed.ncbi.nlm.nih.gov/27522602/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S391	https://pmc.ncbi.nlm.nih.gov/articles/PMC9797649/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S392	https://www.cdc.gov/diabetes/diabetes-complications/diabetes-and-your-feet.html	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S393	https://pmc.ncbi.nlm.nih.gov/articles/PMC7311555/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S394	https://pmc.ncbi.nlm.nih.gov/articles/PMC6755905/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S395	https://pmc.ncbi.nlm.nih.gov/articles/PMC6736218/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S396	https://pmc.ncbi.nlm.nih.gov/articles/PMC6676757/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S397	https://pubmed.ncbi.nlm.nih.gov/38521116/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S398	https://pubmed.ncbi.nlm.nih.gov/18807673/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S399	https://pubmed.ncbi.nlm.nih.gov/17320536/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S400	https://pubmed.ncbi.nlm.nih.gov/9855615/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S401	https://pubmed.ncbi.nlm.nih.gov/34176074/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S402	https://pubmed.ncbi.nlm.nih.gov/28799294/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S403	https://www.cdc.gov/pcd/issues/2025/24_0287.htm	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S404	https://www.cdc.gov/diabetes/living-with/mental-health.html	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S405	https://pubmed.ncbi.nlm.nih.gov/20194822/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S406	https://pubmed.ncbi.nlm.nih.gov/31430566/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S407	https://pmc.ncbi.nlm.nih.gov/articles/PMC10999051/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S408	https://pmc.ncbi.nlm.nih.gov/articles/PMC3949699/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S409	https://pmc.ncbi.nlm.nih.gov/articles/PMC5615610/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S410	https://www.niddk.nih.gov/health-information/diabetes/overview/preventing-problems/sexual-bladder-problems	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S411	https://pmc.ncbi.nlm.nih.gov/articles/PMC12306871/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S412	https://pubmed.ncbi.nlm.nih.gov/27930282/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S413	https://pubmed.ncbi.nlm.nih.gov/36918326/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S414	https://pubmed.ncbi.nlm.nih.gov/33855769/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S415	https://pubmed.ncbi.nlm.nih.gov/39059544/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S416	https://pubmed.ncbi.nlm.nih.gov/30062467/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S417	https://pubmed.ncbi.nlm.nih.gov/37814558/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S418	https://pubmed.ncbi.nlm.nih.gov/27188054/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S419	https://pmc.ncbi.nlm.nih.gov/articles/PMC8986695/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S420	https://pubmed.ncbi.nlm.nih.gov/11192327/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S421	https://pmc.ncbi.nlm.nih.gov/articles/PMC9210010/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S422	https://pmc.ncbi.nlm.nih.gov/articles/PMC12536186/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S423	https://pmc.ncbi.nlm.nih.gov/articles/PMC13436241/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S424	https://pubmed.ncbi.nlm.nih.gov/26696565/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S425	https://pmc.ncbi.nlm.nih.gov/articles/PMC7218708/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S426	https://pubmed.ncbi.nlm.nih.gov/22978257/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S427	https://pmc.ncbi.nlm.nih.gov/articles/PMC4911848/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S428	https://pmc.ncbi.nlm.nih.gov/articles/PMC11057385/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S429	https://pubmed.ncbi.nlm.nih.gov/36967046/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S430	https://pmc.ncbi.nlm.nih.gov/articles/PMC8929179/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S431	https://pubmed.ncbi.nlm.nih.gov/38423026/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S432	https://pmc.ncbi.nlm.nih.gov/articles/PMC10425229/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S433	https://pmc.ncbi.nlm.nih.gov/articles/PMC8080906/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S434	https://pmc.ncbi.nlm.nih.gov/articles/PMC7154011/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S435	https://pubmed.ncbi.nlm.nih.gov/32720500/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S436	https://pubmed.ncbi.nlm.nih.gov/39400117/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S437	https://pubmed.ncbi.nlm.nih.gov/42262435/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S438	https://pmc.ncbi.nlm.nih.gov/articles/PMC12391755/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S439	https://pubmed.ncbi.nlm.nih.gov/39016372/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S440	https://pmc.ncbi.nlm.nih.gov/articles/PMC9542252/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S441	https://pmc.ncbi.nlm.nih.gov/articles/PMC12289294/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S442	https://pmc.ncbi.nlm.nih.gov/articles/PMC7310401/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S443	https://pmc.ncbi.nlm.nih.gov/articles/PMC5052557/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S444	https://pmc.ncbi.nlm.nih.gov/articles/PMC7448178/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S445	https://pmc.ncbi.nlm.nih.gov/articles/PMC10899289/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S446	https://pubmed.ncbi.nlm.nih.gov/37434278/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S447	https://pmc.ncbi.nlm.nih.gov/articles/PMC12574643/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S448	https://pubmed.ncbi.nlm.nih.gov/30383489/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S449	https://pubmed.ncbi.nlm.nih.gov/33955687/	000	заблокирован egress-политикой, проверяется только через поисковый индекс
S450	https://www.niddk.nih.gov/health-information/weight-management/prescription-medications-treat-overweight-obesi	000	заблокирован egress-политикой, проверяется только через поисковый индекс
